#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/ebseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//ebseq/ebseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//ebseq/ebseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//ebseq/ebseq_package_default.db
# Output created at: 15:34:23
GeneID	log2foldchange	significance	Snf2	WT	GeneName	Description	Chromosome	Start	End	Strand
YKL152C	-0.83	0	12970.5	23114.46	GPM1	Tetrameric phosphoglycerate mutase, mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis 	XI	163642	164385	-1
YKL153W	-0.31	0.0865	654.59	812.69	YKL153W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; transcription of both YLK153W and the overlapping essential gene GPM1 is reduced in the gcr1 null mutant 	XI	163600	164109	1
YKL154W	0.21	0	636.94	552.31	SRP102	Signal recognition particle (SRP) receptor beta subunit; involved in SRP-dependent protein targeting; anchors the alpha subunit, Srp101p to the ER membrane 	XI	161601	162335	1
YKL155C	-0.04	0.898	371.4	382.52	RSM22	Mitochondrial ribosomal protein of the small subunit; also predicted to be an S-adenosylmethionine-dependent methyltransferase 	XI	159456	161342	-1
YKL156W	-0.33	3.5e-13	1049.47	1320.92	RPS27A	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps27Bp and has similarity to rat S27 ribosomal protein 	XI	158613	159212	1
YKL157W	0.07	0.509	1975.41	1875.91	APE2	Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; sequence coordinates have changed since RT-PCR analysis showed that the adjacent ORF YKL158W comprises the 5' exon of APE2/YKL157W 	XI	154991	158232	1
YKL159C	-0.07	0.916	307.57	322.19	RCN1	Protein involved in calcineurin regulation during calcium signaling; has similarity to H. sapiens DSCR1 which is found in the Down Syndrome candidate region 	XI	153816	154451	-1
YKL160W	0.03	0.923	1341.28	1309.8	ELF1	Transcription elongation factor that contains a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression 	XI	153269	153706	1
YKL161C	0.79	0	404.01	233.51	KDX1	Protein kinase implicated in the Slt2p mitogen-activated (MAP) kinase signaling pathway; interacts with numerous components in the mating pheromone and CWI MAPK pathways; associates with Rlm1p 	XI	149386	150687	-1
YKL162C	0.74	0	244.5	146.31	YKL162C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion 	XI	147630	148838	-1
YKL162C-A	2.58	0	48.09	8.03	YKL162C-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XI	145922	146074	-1
YKL163W	-1.48	0	230.34	641.91	PIR3	O-glycosylated covalently-bound cell wall protein required for cell wall stability; expression is cell cycle regulated, peaking in M/G1 and also subject to regulation by the cell integrity pathway 	XI	144401	145378	1
YKL164C	-0.61	0	3753.67	5714.31	PIR1	O-glycosylated protein required for cell wall stability; attached to the cell wall via beta-1,3-glucan; mediates mitochondrial translocation of Apn1p; expression regulated by the cell integrity pathway and by Swi5p during the cell cycle 	XI	141794	142819	-1
YKL165C	-0.16	1.83e-05	387.53	434.07	MCD4	Protein involved in glycosylphosphatidylinositol (GPI) anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes 	XI	137932	140691	-1
YKL165C-A	-0.44	0.301	4.71	6.37	YKL165C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XI	135790	136023	-1
YKL166C	-0.49	1.21e-13	225.49	316.69	TPK3	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk2p; localizes to P-bodies during stationary phase 	XI	134509	135705	-1
YKL167C	-0.09	0.753	265.71	282.33	MRP49	Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation 	XI	133721	134134	-1
YKL168C	0.07	0.193	589.3	559.59	KKQ8	Putative serine/threonine protein kinase with unknown cellular role 	XI	131288	133462	-1
YKL169C	-0.3	1	14.2	17.52	YKL169C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL38 	XI	130685	131068	-1
YKL170W	-0.59	4.95e-12	37.2	55.81	MRPL38	Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL34 and YmL38) on two-dimensional SDS gels 	XI	130634	131050	1
YKL171W	0.09	0.274	659.38	620.96	NNK1	Protein kinase; implicated in proteasome function; interacts with TORC1, Ure2 and Gdh2; overexpression leads to hypersensitivity to rapamycin and nuclear accumulation of Gln3; epitope-tagged protein localizes to the cytoplasm 	XI	127475	130261	1
YKL172W	-0.66	3.22e-15	1184.03	1872.15	EBP2	Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by bindin /.../p, but is not involved in telomere tethering 	XI	125759	127042	1
YKL173W	-0.12	0.142	551.46	599.31	SNU114	GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2 	XI	122517	125543	1
YKL174C	0.02	0.964	642.37	634.08	TPO5	Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles 	XI	120380	122236	-1
YKL175W	0.23	1.32e-14	1580.55	1349.82	ZRT3	Vacuolar membrane zinc transporter, transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency 	XI	118793	120304	1
YKL176C	-0.19	6.3e-12	737.73	838.96	LST4	Protein possibly involved in a post-Golgi secretory pathway; required for the transport of nitrogen-regulated amino acid permease Gap1p from the Golgi to the cell surface 	XI	115500	117986	-1
YKL177W	1.58	1	1.11	0.37	YKL177W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene STE3 	XI	114356	114694	1
YKL178C	1.62	0	58.63	19.01	STE3	Receptor for a factor pheromone, couples to MAP kinase cascade to mediate pheromone response; transcribed in alpha cells and required for mating by alpha cells, ligand bound receptors endocytosed and recycled to the plasma membrane; GPCR 	XI	113215	114627	-1
YKL179C	0.17	0.00472	1046.48	931.9	COY1	Golgi membrane protein with similarity to mammalian CASP; genetic interactions with GOS1 (encoding a Golgi snare protein) suggest a role in Golgi function 	XI	110464	112503	-1
YKL180W	-0.28	0	9683.3	11719.19	RPL17A	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl17Bp and has similarity to E. coli L22 and rat L17 ribosomal proteins; copurifies with the Dam1 complex (aka DASH complex) 	XI	109269	110129	1
YKL181W	-0.44	0	2837.52	3841.43	PRS1	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes 	XI	107316	108599	1
YKL182W	-1.11	0	4365.87	9437.28	FAS1	Beta subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities 	XI	100671	106826	1
YKL183C-A	-0.31	0.155	16.13	20.01	YKL183C-A	Putative protein of unknown function; identified by fungal homology and RT-PCR 	XI	98395	98607	-1
YKL183W	-0.07	0.926	724.13	758.01	LOT5	Protein of unknown function; gene expression increases in cultures shifted to a lower temperature 	XI	98721	99641	1
YKL184W	-0.03	0.927	1037.15	1060.15	SPE1	Ornithine decarboxylase, catalyzes the first step in polyamine biosynthesis; degraded in a proteasome-dependent manner in the presence of excess polyamines; deletion decreases lifespan, and increases necrotic cell death and ROS generation 	XI	96757	98157	1
YKL185W	-0.72	0	860.31	1419.2	ASH1	Zinc-finger inhibitor of HO transcription; mRNA is localized and translated in the distal tip of anaphase cells, resulting in accumulation of Ash1p in daughter cell nuclei and inhibition of HO expression; potential Cdc28p substrate 	XI	94499	96265	1
YKL186C	0.19	1.74e-05	756.3	661.31	MTR2	mRNA transport regulator, essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA 	XI	92744	93298	-1
YKL187C	0.16	0.0184	399.02	357.07	YKL187C	Putative protein of unknown function; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies 	XI	89284	91536	-1
YKL188C	0.54	0	369.05	253.22	PXA2	Subunit of a heterodimeric peroxisomal ATP-binding cassette transporter complex (Pxa1p-Pxa2p), required for import of long-chain fatty acids into peroxisomes; similarity to human adrenoleukodystrophy transporter and ALD-related proteins 	XI	86225	88786	-1
YKL189W	0.13	0.00314	377.14	344.99	HYM1	Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites of polarized growth during budding and during the mating response 	XI	84704	85903	1
YKL190W	0.26	5.38e-14	1421.08	1183.25	CNB1	Calcineurin B; the regulatory subunit of calcineurin, a Ca++/calmodulin-regulated type 2B protein phosphatase which regulates Crz1p (a stress-response transcription factor), the other calcineurin subunit is encoded by CNA1 and/or CMP1 	XI	82947	83550	1
YKL191W	-0.45	1.46e-11	786.28	1075.55	DPH2	Protein required, along with Dph1p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph1p and Kti11p 	XI	81035	82639	1
YKL192C	-0.01	0.978	1571.59	1579.66	ACP1	Mitochondrial matrix acyl carrier protein, involved in biosynthesis of octanoate, which is a precursor to lipoic acid; activated by phosphopantetheinylation catalyzed by Ppt2p 	XI	80160	80537	-1
YKL193C	0.19	2e-04	599.46	527.04	SDS22	Conserved nuclear regulatory subunit of Glc7p type 1 protein serine-threonine phosphatase (PP1), functions positively with Glc7p to promote dephosphorylation of nuclear substrates required for chromosome transmission during mitosis 	XI	78866	79882	-1
YKL194C	0.02	0.934	326.49	322.4	MST1	Mitochondrial threonyl-tRNA synthetase 	XI	77258	78646	-1
YKL195W	-0.04	0.968	2527.5	2598.26	MIA40	Essential protein of the mitochondrial intermembrane space (IMS); promotes retention of newly imported proteins; may do so by stabilizing client protein folding as part of a disulfide relay system or transferring metal to client proteins 	XI	75821	77032	1
YKL196C	0.06	0.491	1789.86	1713.6	YKT6	Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus 	XI	74932	75534	-1
YKL197C	0.07	0.526	406.72	388.14	PEX1	AAA-peroxin that heterodimerizes with AAA-peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; induced by oleic acid and upregulated during anaerobiosis 	XI	70734	73865	-1
YKL198C	-0.18	0.00768	1001.11	1137.26	PTK1	Putative serine/threonine protein kinase that regulates spermine uptake; involved in polyamine transport; possible mitochondrial protein 	XI	68232	70220	-1
YKL201C	0.05	0.695	581.56	562.75	MNN4	Putative positive regulator of mannosylphosphate transferase (Mnn6p), involved in mannosylphosphorylation of N-linked oligosaccharides; expression increases in late-logarithmic and stationary growth phases 	XI	63930	67466	-1
YKL202W	0.58	7.49e-07	33.14	22.09	YKL202W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XI	63821	64402	1
YKL203C	0.31	0	1132.35	912.82	TOR2	PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that regulates growth in response to nutrients and TORC2, a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis 	XI	55935	63359	-1
YKL204W	0.04	0.956	1010.58	984.28	EAP1	eIF4E-associated protein, competes with eIF4G for binding to eIF4E; inhibits cap-dependent translation; functions independently of eIF4E to maintain genetic stability; plays a role in cell growth, implicated in the TOR signaling cascade 	XI	53704	55602	1
YKL205W	-0.41	1.28e-12	433.85	575.8	LOS1	Nuclear pore protein involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm 	XI	50051	53353	1
YKL206C	0.21	1.11e-16	519	448.26	ADD66	Protein involved in 20S proteasome assembly; forms a heterodimer with Pba1p that binds to proteasome precursors; similar to human PAC2 constituent of the PAC1-PAC2 complex involved in proteasome assembly 	XI	49006	49809	-1
YKL207W	0.16	0.000849	2472.51	2218.36	AIM27	Member of a transmembrane complex required for efficient folding of proteins in the ER; required for respiratory growth; null mutant displays induction of the unfolded protein response 	XI	48194	48955	1
YKL208W	0.28	2.55e-07	281.46	231.8	CBT1	Protein involved in 5' end processing of mitochondrial COB, 15S_rRNA, and RPM1 transcripts; may also have a role in 3' end processing of the COB pre-mRNA; displays genetic interaction with cell cycle-regulated kinase Dbf2p 	XI	47157	47972	1
YKL209C	0.02	0.974	1184.46	1171.12	STE6	Plasma membrane ATP-binding cassette (ABC) transporter required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport; contains 12 transmembrane domains and two ATP binding domains; expressed only in MATa cells 	XI	42423	46295	-1
YKL210W	0.04	0.969	3455.35	3363.88	UBA1	Ubiquitin activating enzyme (E1), involved in ubiquitin-mediated protein degradation and essential for viability 	XI	39163	42237	1
YKL211C	0.24	8.26e-14	1441.93	1217.53	TRP3	Bifunctional enzyme exhibiting both indole-3-glycerol-phosphate synthase and anthranilate synthase activities, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp2p 	XI	36699	38153	-1
YKL212W	-0.35	0	1802.37	2301.42	SAC1	Phosphatidylinositol phosphate (PtdInsP) phosphatase involved in hydrolysis of PtdIns[4]P; transmembrane protein localizes to ER and Golgi; involved in protein trafficking and processing, secretion, and cell wall maintenance 	XI	34543	36414	1
YKL213C	0.02	0.97	1381.74	1364.4	DOA1	WD repeat protein required for ubiquitin-mediated protein degradation, forms complex with Cdc48p, plays a role in controlling cellular ubiquitin concentration; also promotes efficient NHEJ in postdiauxic/stationary phase 	XI	31960	34107	-1
YKL214C	0.18	7.11e-06	412.25	363.14	YRA2	Member of the REF (RNA and export factor binding proteins) family; when overexpressed, can substitute for the function of Yra1p in export of poly(A)+ mRNA from the nucleus 	XI	31082	31693	-1
YKL215C	0.07	0.428	599.21	571.8	OXP1	5-oxoprolinase; enzyme is ATP-dependent and functions as a dimer; similar to mouse Oplah gene; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	XI	26827	30687	-1
YKL216W	-0.52	0	4422.24	6340.41	URA1	Dihydroorotate dehydrogenase, catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines, converting dihydroorotic acid into orotic acid 	XI	25215	26159	1
YKL217W	0.61	0	425.05	277.8	JEN1	Monocarboxylate/proton symporter of the plasma membrane; transport activity is dependent on the pH gradient across the membrane; mediates high-affinity uptake of carbon sources lactate, pyuvate, and acetate, and also of the micronutrient selenite, w /.../tructure mimics that of monocarboxylates; expression and localization are tightly regulated, with transcription repression, mRNA degradation, and protein endocytosis and degradation all occurring in the presence of glucose 	XI	22234	24084	1
YKL218C	-0.2	0.916	505.08	578.89	SRY1	3-hydroxyaspartate dehydratase, deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity 	XI	17359	18339	-1
YKL219W	0.17	0.0899	324.36	288.55	COS9	Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins 	XI	14485	15708	1
YKL220C	-0.13	0.00062	222.9	244.05	FRE2	Ferric reductase and cupric reductase, reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels 	XI	9091	11226	-1
YKL221W	1.29	0	76.56	31.24	MCH2	Protein with similarity to mammalian monocarboxylate permeases, which are involved in transport of monocarboxylic acids across the plasma membrane; mutant is not deficient in monocarboxylate transport 	XI	6107	7528	1
YKL222C	0.09	0.808	212.6	200.26	YKL222C	Protein of unknown function that may interact with ribosomes, based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine 	XI	3503	5620	-1
YKL223W	0.1	0.993	3.86	3.61	YKL223W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XI	2389	2721	1
YKL224C	0.72	3.11e-08	14.79	8.95	PAU16	Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions 	XI	1810	2181	-1
YKL225W	-0.85	1	0.13	0.23	YKL225W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XI	451	798	1
YKR001C	0.1	0.0917	2267.63	2113.09	VPS1	Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis 	XI	440608	442722	-1
YKR002W	0.31	0	998.79	805.66	PAP1	Poly(A) polymerase, one of three factors required for mRNA 3'-end polyadenylation, forms multiprotein complex with polyadenylation factor I (PF I), also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping 	XI	443232	444938	1
YKR003W	-0.02	0.962	679.81	691.19	OSH6	Member of an oxysterol-binding protein family with overlapping, redundant functions in sterol metabolism and which collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery 	XI	445381	446727	1
YKR004C	0.01	0.932	130.92	130	ECM9	Non-essential protein of unknown function 	XI	446799	448036	-1
YKR005C	-0.32	0.000297	56.91	70.95	YKR005C	Putative protein of unknown function 	XI	448521	450167	-1
YKR006C	-0.22	0	455.31	530.94	MRPL13	Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation 	XI	450423	451217	-1
YKR007W	0.08	0.767	775.75	734.3	MEH1	Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; loss results in a defect in vacuolar acidification 	XI	451434	451988	1
YKR008W	-0.04	0.926	601.5	617.27	RSC4	Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p, altering replication stress tolerance; contains tand /.../modomains that recognize histone H3 acetylated on K14 (H3K14ac) by Gcn5p 	XI	452201	454078	1
YKR009C	0.06	0.821	447.4	430.4	FOX2	Multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; has 3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase activities 	XI	454352	457054	-1
YKR010C	0.19	0.00513	325.44	284.94	TOF2	Protein required for rDNA silencing and mitotic rDNA condensation; stimulates Cdc14p phosphatase activity and biphasic release to promote rDNA repeat segregation; required for condensin recruitment to the replication fork barrier site 	XI	458924	461239	-1
YKR011C	0.24	0.00011	661.46	560.51	YKR011C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus 	XI	461635	462696	-1
YKR012C	0.64	1.81e-10	22.87	14.64	YKR012C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2 	XI	463739	464116	-1
YKR013W	0.45	4.44e-16	3125.95	2291.89	PRY2	Protein of unknown function 	XI	463959	464948	1
YKR014C	0.13	2.5e-07	1605.05	1465.04	YPT52	Rab family GTPase, similar to Ypt51p and Ypt53p and to mammalian rab5; required for vacuolar protein sorting and endocytosis 	XI	465367	466071	-1
YKR015C	-0.12	0.234	176.75	192.04	YKR015C	Putative protein of unknown function 	XI	466961	468667	-1
YKR016W	0.01	0.963	818.76	813.22	FCJ1	Mitochondrial inner membrane protein, ortholog of mammalian mitofilin; involved in import of intermembrane space (IMS) proteins, probably by positioning Mia40p relative to the TOM complex to receive incoming proteins; also has an essential role in t /.../ntenance of crista junctions and inner membrane architecture, as a component of the mitochondrial inner membrane organizing system (MICOS, MitOS or MINOS), a scaffold-like structure on the IMS side of the inner membrane 	XI	469717	471339	1
YKR017C	0.18	1.23e-08	435.42	385.19	YKR017C	Putative protein of unknown function; contains a RING finger motif 	XI	471694	473349	-1
YKR018C	0.15	5.72e-08	2337.16	2100.98	YKR018C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus 	XI	473723	475900	-1
YKR019C	-0.01	0.963	368.8	370.09	IRS4	EH domain-containing protein involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS 	XI	476216	478063	-1
YKR020W	0.34	1.29e-14	368.8	291.85	VPS51	Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; links the (VFT/GARP) complex to the SNARE Tlg1p 	XI	478338	478832	1
YKR021W	0.01	0.969	615	609.07	ALY1	Alpha arrestin that controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets 	XI	479234	481981	1
YKR022C	0.25	0	545.8	459.22	NTR2	Essential protein that forms a dimer with Ntr1p; also forms a trimer, with Ntr2p and the DExD/H-box RNA helicase Prp43p, that is involved in spliceosome disassembly 	XI	482171	483139	-1
YKR023W	0.27	0	587.54	488.44	YKR023W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XI	483419	485011	1
YKR024C	-1.33	0	98.41	248.1	DBP7	Putative ATP-dependent RNA helicase of the DEAD-box family involved in ribosomal biogenesis; essential for growth under anaerobic conditions 	XI	485144	487372	-1
YKR025W	-0.14	0.0208	703.89	776.15	RPC37	RNA polymerase III subunit C37 	XI	487770	488618	1
YKR026C	-0.45	0	666.68	912.07	GCN3	Alpha subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a positive regulator of GCN4 expression 	XI	488738	489655	-1
YKR027W	-0.21	0	392.22	452.74	BCH2	Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane 	XI	491364	493661	1
YKR028W	-0.14	1.88e-06	1439.1	1584.67	SAP190	Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p 	XI	494257	497358	1
YKR029C	0.26	1.68e-07	415.87	348.21	SET3	Defining member of the SET3 histone deacetylase complex which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains 	XI	497578	499833	-1
YKR030W	0.16	0.134	460.64	411.96	GMH1	Golgi membrane protein of unknown function, interacts with Gea1p and Gea2p; required for localization of Gea2p; computational analysis suggests a possible role in either cell wall synthesis or protein-vacuolar targeting 	XI	500282	501103	1
YKR031C	0.11	0.782	900.78	834.87	SPO14	Phospholipase D; catalyzes the hydrolysis of phosphatidylcholine, producing choline and phosphatidic acid; involved in Sec14p-independent secretion; required for meiosis and spore formation; differently regulated in secretion and meiosis; participat /.../transcription initiation and/or early elongation of specific genes; interacts with "foot domain" of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions 	XI	501344	506395	-1
YKR032W	0.06	1	0.24	0.23	YKR032W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XI	506517	506831	1
YKR033C	-2.27	1	0	0.04	YKR033C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene DAL80 	XI	506879	507304	-1
YKR034W	0.48	1	2.68	1.92	DAL80	Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Deh1p 	XI	506898	507707	1
YKR035C	-0.01	0.966	9.08	9.14	OPI8	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene DID2/YKR035W-A 	XI	507920	508561	-1
YKR036C	0.09	0.575	518.3	488.59	CAF4	WD40 repeat-containing protein associated with the CCR4-NOT complex, interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission 	XI	508702	510633	-1
YKR037C	0.23	9.92e-13	191.83	163.93	SPC34	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body 	XI	510910	511797	-1
YKR038C	0.04	0.914	884.94	862.38	KAE1	Highly conserved ATPase of HSP70/DnaK family; component of the EKC/KEOPS complex with Bud32p, Cgi121p, Pcc1p, and Gon7p; EKC/KEOPS complex is required for t6A tRNA modification and may have roles in telomere maintenance and transcription 	XI	511999	513159	-1
YKR039W	1.82	0	1561.6	441.73	GAP1	General amino acid permease; Gap1p senses the presence of amino acid substrates to regulate localization to the plasma membrane when needed 	XI	515063	516871	1
YKR040C	2.73	0.374	0.46	0.06	YKR040C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YKR041W 	XI	518063	518566	-1
YKR041W	1.05	0	52.64	25.46	YKR041W	Protein of unknown function; localizes to the mitotic spindle; overexpression of YKR041W affects endocytic protein trafficking 	XI	518198	518950	1
YKR042W	-0.03	0.995	18520.03	18969.88	UTH1	Mitochondrial outer membrane and cell wall localized SUN family member involved in cell wall biogenesis and required for mitochondrial autophagy; involved in the oxidative stress response, life span during starvation, and cell death 	XI	519527	520624	1
YKR043C	-0.22	0.000678	2602.5	3038.64	SHB17	Sedoheptulose bisphosphatase involved in riboneogenesis; dephosphorylates sedoheptulose 1,7-bisphosphate, which is converted via the nonoxidative pentose phosphate pathway to ribose-5-phosphate; facilitates the conversion of glycolytic intermediates /.../ntose phosphate units; also has fructose 1,6-bisphosphatase activity but this is probably not biologically relevant, since deletion does not affect FBP levels; GFP-fusion protein localizes to the cytoplasm and nucleus 	XI	520897	521712	-1
YKR044W	0.06	0.895	606.81	582.05	UIP5	Protein of unknown function that interacts with Ulp1p, a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates 	XI	522015	523346	1
YKR045C	-0.12	0.586	165.86	180.52	YKR045C	Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm 	XI	523418	523969	-1
YKR046C	0.18	7.73e-06	1742.84	1533.97	PET10	Protein of unknown function that co-purifies with lipid particles; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange 	XI	524223	525074	-1
YKR047W	0.31	0.379	72.28	58.26	YKR047W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NAP1 	XI	525257	525562	1
YKR048C	-0.03	0.976	2159.69	2207.87	NAP1	Protein that interacts with mitotic cyclin Clb2p; required for the regulation of microtubule dynamics during mitosis; controls bud morphogenesis; involved in the transport of H2A and H2B histones to the nucleus; phosphorylated by CK2 	XI	525387	526640	-1
YKR049C	0.25	0.126	753.6	634.83	FMP46	Putative redox protein containing a thioredoxin fold; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XI	526830	527231	-1
YKR050W	-0.03	0.957	707.03	722.19	TRK2	Component of the Trk1p-Trk2p potassium transport system 	XI	527815	530484	1
YKR051W	0.21	0	715.2	617.11	YKR051W	Putative protein of unknown function 	XI	530946	532202	1
