#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/poissonseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default.db
# Output created at: 07:22:24
GeneID	log2foldchange	significance	rawPval	tt_score	GeneName	Description	Chromosome	Start	End	Strand
YNR043W	0.1562	0.0002806	0.00060508	28.188	MVD1	Mevalonate pyrophosphate decarboxylase, essential enzyme involved in the biosynthesis of isoprenoids and sterols, including ergosterol; acts as a homodimer 	XIV	701895	703085	1
YFR032C	0.3595	0.000283	0.00061048	28.054	RRT5	Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation 	VI	222090	222959	-1
YBR300C	-0.4299	0.00028368	0.00061217	28.0161	YBR300C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR301W; YBR300C is not an essential gene 	II	808600	809097	-1
YDL098C	-0.1971	0.00028377	0.00061263	27.9994	SNU23	Component of U4/U6.U5 snRNP involved in mRNA splicing via spliceosome 	IV	284581	285165	-1
YOR033C	-0.1544	0.00028377	0.00061279	27.9852	EXO1	5'-3' exonuclease and flap-endonuclease involved in recombination, double-strand break repair and DNA mismatch repair; member of the Rad2p nuclease family, with conserved N and I nuclease domains 	XV	392416	394524	-1
YPL209C	-0.2328	0.00028399	0.00061348	27.9701	IPL1	Aurora kinase subunit of the conserved chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), involved in regulating kinetochore-microtubule attachments; helps maintain condensed chromosomes during anaphase and early telophase; required for  /.../hesion and prevention of multipolar spindle formation 	XVI	156490	157593	-1
YPR148C	-0.1743	0.00028471	0.00061525	27.9282	YPR148C	Protein of unknown function that may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern 	XVI	826833	828140	-1
YHR150W	-0.1663	0.00028621	0.00061872	27.8523	PEX28	Peroxisomal integral membrane peroxin, involved in the regulation of peroxisomal size, number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p 	VIII	397251	398990	1
YMR154C	0.2334	0.00028632	0.00061918	27.836	RIM13	Calpain-like cysteine protease involved in proteolytic activation of Rim101p in response to alkaline pH; has similarity to A. nidulans palB 	XIII	565999	568182	-1
YGL080W	-0.1464	0.00028717	0.00062149	27.7687	FMP37	Putative protein of unknown function; highly conserved across species and orthologous to human gene BRP44L; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	VII	358636	359028	1
YJL079C	0.1435	0.00028717	0.00062173	27.7573	PRY1	Protein of unknown function 	X	289875	290774	-1
YOL023W	-0.1621	0.00028717	0.00062219	27.7431	IFM1	Mitochondrial translation initiation factor 2 	XV	278056	280086	1
YMR278W	0.1836	0.00028717	0.00062227	27.7389	PGM3	Phosphoglucomutase, catalyzes interconversion of glucose-1-phosphate and glucose-6-phospate; transcription induced in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential 	XIII	822763	824631	1
YDR453C	0.2464	0.00028717	0.00062234	27.7378	TSA2	Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen, nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants 	IV	1365072	1365662	-1
YDR049W	-0.1595	0.00028717	0.00062234	27.7372	VMS1	Component of a Cdc48p-complex involved in protein quality control; exhibits cytosolic and ER-membrane localization, with Cdc48p, during normal growth, and contributes to ER-associated degradation (ERAD) of specific substrates at a step after their u /.../ination; forms a mitochondrially-associated complex with Cdc48p and Npl4p under oxidative stress that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD); conserved in C. elegans and humans 	IV	553254	555152	1
YPL011C	-0.1583	0.00028717	0.00062257	27.7311	TAF3	TFIID subunit (47 kDa), involved in promoter binding and RNA polymerase II transcription initiation 	XVI	533642	534703	-1
YOR267C	0.1418	0.00028718	0.0006228	27.7242	HRK1	Protein kinase implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis 	XV	822588	824867	-1
YBR199W	-0.1928	0.00028722	0.00062319	27.7135	KTR4	Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family 	II	618909	620303	1
YPR169W	0.1521	0.00028722	0.00062334	27.7109	JIP5	Essential protein required for biogenesis of the large ribosomal subunit; interacts with proteins involved in RNA processing, ribosome biogenesis, ubiquitination and demethylation; similar to WDR55, a human WD repeat protein 	XVI	878690	880168	1
YDL108W	0.2036	0.00028754	0.00062427	27.6801	KIN28	Serine/threonine protein kinase, subunit of the transcription factor TFIIH; involved in transcription initiation at RNA polymerase II promoters 	IV	267698	268699	1
YIL064W	0.1801	0.00028759	0.00062465	27.6633	SEE1	Probable lysine methyltransferase involved in the dimethylation of eEF1A (Tef1p/Tef2p); sequence similarity to S-adenosylmethionine-dependent methyltransferases of the seven beta-strand family; role in vesicular transport 	IX	241943	242716	1
YFR007W	0.2282	0.00028759	0.00062481	27.6535	YFH7	Putative kinase with similarity to the phosphoribulokinase/uridine kinase/bacterial pantothenate kinase (PRK/URK/PANK) subfamily of P-loop kinases 	VI	159299	160360	1
YDL192W	0.1287	0.00028809	0.00062612	27.6211	ARF1	ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; functionally interchangeable with Arf2p 	IV	116321	116866	1
YJL056C	0.2212	0.00028855	0.00062735	27.5922	ZAP1	Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc, represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains 	X	330431	333073	-1
YKL142W	-0.1632	0.00028881	0.00062812	27.568	MRP8	Protein of unknown function; undergoes sumoylation; transcription induced under cell wall stress; protein levels are reduced under anaerobic conditions; originally thought to be a mitochondrial ribosomal protein based on sequence analysis 	XI	178515	179174	1
YDR354W	-0.1474	0.00028916	0.00062912	27.5423	TRP4	Anthranilate phosphoribosyl transferase of the tryptophan biosynthetic pathway, catalyzes the phosphoribosylation of anthranilate, subject to the general control system of amino acid biosynthesis 	IV	1184747	1185889	1
YOL025W	-0.1705	0.00028931	0.00062966	27.5274	LAG2	Protein that negatively regulates the SCF E3-ubiquitin ligase by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1 	XV	274957	276939	1
YLR093C	-0.1556	0.0002897	0.00063074	27.5001	NYV1	v-SNARE component of the vacuolar SNARE complex involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane 	XII	326513	327415	-1
YBL041W	-0.2005	0.00029052	0.00063274	27.4609	PRE7	Beta 6 subunit of the 20S proteasome 	II	141247	141972	1
YJR077C	-0.1885	0.00029066	0.00063328	27.4513	MIR1	Mitochondrial phosphate carrier, imports inorganic phosphate into mitochondria; functionally redundant with Pic2p but more abundant than Pic2p under normal conditions; phosphorylated 	X	577255	578190	-1
YPR032W	0.1895	0.00029074	0.00063367	27.4448	SRO7	Effector of Rab GTPase Sec4p, forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; homolog of Sro77p and Drosophila lgl tumor suppressor 	XVI	634123	637224	1
YKR086W	0.1875	0.00029085	0.00063413	27.4363	PRP16	DEAH-box RNA helicase involved in second catalytic step of splicing; exhibits ATP-dependent RNA unwinding activity; mediates the release of Yju2p and Cwc25p in the second step; in the absence of ATP, stabilizes the binding of Cwc25p to the spliceoso /.../the first catalytic step 	XI	599857	603072	1
YOL166C	-1.9165	0.00029156	0.0006359	27.3949	YOL166C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	1000	1338	-1
YCL042W	-0.3905	0.00029156	0.00063613	27.3896	YCL042W	Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm 	III	50584	50943	1
YNL310C	-0.1457	0.00029245	0.00063844	27.309	ZIM17	Heat shock protein with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix 	XIV	51907	52431	-1
YHR049C-A	0.3006	0.00029245	0.00063852	27.3073	YHR049C-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	VIII	207234	207530	-1
YPR073C	-0.155	0.00029284	0.0006396	27.2892	LTP1	Protein phosphotyrosine phosphatase of unknown cellular role; activated by adenine 	XVI	691933	692418	-1
YGL212W	0.2405	0.00029312	0.00064045	27.2663	VAM7	Vacuolar SNARE protein that functions with Vam3p in vacuolar protein trafficking; has an N-terminal PX domain (phosphoinositide-binding module) that binds PtdIns-3-P and mediates membrane binding; SNAP-25 homolog 	VII	91432	92382	1
YDR422C	0.1792	0.00029376	0.00064206	27.2084	SIP1	Alternate beta-subunit of the Snf1p kinase complex, may confer substrate specificity; vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions 	IV	1315326	1317773	-1
YBR178W	-0.9516	0.0002956	0.0006463	27.1061	YBR178W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR177C 	II	586071	586445	1
YLL050C	-0.2203	0.00029591	0.00064723	27.0901	COF1	Cofilin, promotes actin filament depolarization in a pH-dependent manner; binds both actin monomers and filaments and severs filaments; thought to be regulated by phosphorylation at SER4; ubiquitous and essential in eukaryotes 	XII	39804	40414	-1
YDR166C	0.1892	0.00029592	0.00064746	27.0839	SEC5	Essential 107kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which has the essential function of mediating polarized targeting of secretory vesicles to active sites of exocytosis 	IV	786306	789221	-1
YER060W	0.1774	0.0002963	0.00064854	27.049	FCY21	Putative purine-cytosine permease, very similar to Fcy2p but cannot substitute for its function 	V	274567	276153	1
YCR069W	-0.1682	0.00029683	0.00064992	27.0057	CPR4	Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway 	III	239055	240011	1
YKL127W	0.1572	0.00029768	0.000652	26.9535	PGM1	Phosphoglucomutase, minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism 	XI	203541	205253	1
YER109C	-0.1563	0.00029786	0.00065262	26.9379	FLO8	Transcription factor required for flocculation, diploid filamentous growth, and haploid invasive growth; genome reference strain S288C and most laboratory strains have a mutation in this gene 	V	375215	377614	-1
YEL006W	0.1864	0.00029845	0.00065431	26.9073	YEA6	Putative mitochondrial NAD+ transporter, member of the mitochondrial carrier subfamily (see also YIA6); has putative human ortholog 	V	144327	145334	1
snR63	0.2847	0.00029845	0.00065447	26.906	SNR63	C/D box small nucleolar RNA (snoRNA), guides 2'-O-methylation of large subunit (LSU) rRNA at position A2256 	IV	323217	323471	-1
YNL219C	-0.1551	0.00029845	0.00065462	26.8995	ALG9	Mannosyltransferase, involved in N-linked glycosylation; catalyzes the transfer of mannose from Dol-P-Man to lipid-linked oligosaccharides; mutation of the human ortholog causes type 1 congenital disorders of glycosylation 	XIV	235996	237663	-1
YDR286C	-0.1786	0.00029853	0.00065501	26.8937	YDR286C	Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site 	IV	1035231	1035575	-1
YKL176C	0.1682	0.00029919	0.0006567	26.8617	LST4	Protein possibly involved in a post-Golgi secretory pathway; required for the transport of nitrogen-regulated amino acid permease Gap1p from the Golgi to the cell surface 	XI	115500	117986	-1
YER137C	-0.3202	0.00029937	0.00065732	26.8386	YER137C	Putative protein of unknown function 	V	441373	441819	-1
YOR027W	0.1269	0.00030021	0.0006594	26.7937	STI1	Hsp90 cochaperone, interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop 	XV	381053	382822	1
YMR203W	0.1415	0.00030095	0.00066179	26.7489	TOM40	Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore 	XIII	668492	669655	1
YER163C	-0.1343	0.00030095	0.00066186	26.743	YER163C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; periodically expressed during the metabolic cycle; weak similarity to bacterial cation transport protein 	V	503084	503782	-1
YBR155W	0.1753	0.00030095	0.00066186	26.7414	CNS1	TPR-containing co-chaperone; binds both Hsp82p (Hsp90) and Ssa1p (Hsp70) and stimulates the ATPase activity of SSA1, ts mutants reduce Hsp82p function while over expression suppresses the phenotypes of an HSP82 ts allele and a cpr7 deletion 	II	549771	550928	1
YLR335W	0.1492	0.00030095	0.00066194	26.7368	NUP2	Nucleoporin involved in nucleocytoplasmic transport, binds to either the nucleoplasmic or cytoplasmic faces of the nuclear pore complex depending on Ran-GTP levels; also has a role in chromatin organization 	XII	797430	799592	1
YLR176C	0.1975	0.00030095	0.00066217	26.7338	RFX1	Major transcriptional repressor of DNA-damage-regulated genes, recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins 	XII	507797	510232	-1
YGL033W	-0.5037	0.00030123	0.00066302	26.7197	HOP2	Meiosis-specific protein that localizes to chromosomes, preventing synapsis between nonhomologous chromosomes and ensuring synapsis between homologs; complexes with Mnd1p to promote homolog pairing and meiotic double-strand break repair 	VII	435625	436351	1
YLR401C	0.1672	0.0003014	0.00066364	26.704	DUS3	Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus4p; contains a consensus oleate response element (ORE) in its promoter region 	XII	922442	924448	-1
snR62	-0.2935	0.00030273	0.0006668	26.6243	SNR62	C/D box small nucleolar RNA (snoRNA), guides 2'-O-methylation of large subunit (LSU) rRNA at position U1888 	XV	409765	409864	-1
YDL209C	-0.1773	0.00030287	0.00066733	26.6124	CWC2	Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2 	IV	86207	87226	-1
YJL189W	-0.6409	0.00030318	0.00066826	26.5898	RPL39	Protein component of the large (60S) ribosomal subunit, has similarity to rat L39 ribosomal protein; required for ribosome biogenesis; loss of both Rpl31p and Rpl39p confers lethality; also exhibits genetic interactions with SIS1 and PAB1 	X	75933	76474	1
YPL105C	0.1439	0.00030318	0.00066849	26.5856	SYH1	Protein of unknown function that influences nuclear pore distribution; co-purifies with ribosomes; contains a GYF domain, which bind proline-rich sequences; deletion extends chronological lifespan 	XVI	352863	355412	-1
YGR152C	-0.1625	0.00030356	0.00066957	26.5656	RSR1	GTP-binding protein of the ras superfamily required for bud site selection, morphological changes in response to mating pheromone, and efficient cell fusion; localized to the plasma membrane; significantly similar to mammalian Rap GTPases 	VII	794674	795492	-1
YBR060C	0.1884	0.00030402	0.0006708	26.5353	ORC2	Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; interacts with Spp1p and with trimethylated histone H3; phosphorylated by Cdc28p 	II	360652	362514	-1
YHL031C	-0.1638	0.00030408	0.00067119	26.5281	GOS1	v-SNARE protein involved in Golgi transport, homolog of the mammalian protein GOS-28/GS28 	VIII	38815	39486	-1
YML103C	0.1582	0.00030419	0.00067165	26.5184	NUP188	Subunit of the nuclear pore complex (NPC), involved in the structural organization of the complex and of the nuclear envelope, also involved in nuclear envelope permeability, interacts with Pom152p and Nic96p 	XIII	62582	67549	-1
YLR154W-E	0.3745	0.00030422	0.00067196	26.51	YLR154W-E	Dubious open reading frame unlikely to encode a protein; encoded within the the 35S rRNA gene on the opposite strand 	XII	455433	455636	1
YDL001W	-0.1698	0.00030432	0.00067242	26.4957	RMD1	Cytoplasmic protein required for sporulation 	IV	447984	449276	1
YBR295W	0.184	0.00030453	0.00067311	26.4844	PCA1	Cadmium transporting P-type ATPase; may also have a role in copper and iron homeostasis; stabilized by Cd binding, which prevents ubiquitination; S288C and other lab strains contain a G970R mutation which eliminates Cd transport function 	II	792849	796499	1
YML089C	-0.7006	0.00030453	0.0006735	26.4707	YML089C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression induced by calcium shortage 	XIII	91041	91409	-1
YML102W	-0.1468	0.00030453	0.00067357	26.4683	CAC2	Subunit of chromatin assembly factor I (CAF-1), with Rlf2p and Msi1p; chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres, mating type loci, and rDNA; maintenance of kinetochore structure; deactivation of /.../NA damage checkpoint after DNA repair; and chromatin dynamics during transcription 	XIII	68294	69700	1
YCR060W	-0.1474	0.00030487	0.00067458	26.4377	TAH1	HSP90 cofactor; interacts with Hsp82p, Pih1p, Rvb1 and Rvb2, contains a single TPR domain with at least two TPR motifs 	III	224399	224734	1
YPL172C	0.1902	0.00030512	0.00067535	26.4238	COX10	Heme A:farnesyltransferase, catalyzes the first step in the conversion of protoheme to the heme A prosthetic group required for cytochrome c oxidase activity; human ortholog is associated with mitochondrial disorders 	XVI	224353	225741	-1
YAR050W	0.2129	0.00030532	0.00067627	26.4006	FLO1	Lectin-like protein involved in flocculation, cell wall protein that binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; similar to Flo5p 	I	203403	208016	1
YDL135C	-0.1518	0.00030532	0.00067643	26.3963	RDI1	Rho GDP dissociation inhibitor involved in the localization and regulation of Cdc42p and Rho1p 	IV	218680	219288	-1
YAR002W	0.1601	0.00030532	0.0006765	26.393	NUP60	Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP; involved in nuclear export and cytoplasmic localization of specific mRNAs such as ASH1 	I	152257	153876	1
YPR010C-A	-0.1655	0.0003057	0.00067758	26.3622	YPR010C-A	Putative protein of unknown function; conserved among Saccharomyces sensu stricto species 	XVI	582373	582734	-1
YDR406W-A	0.5283	0.00030577	0.00067797	26.349	YDR406W-A	Dubious open reading frame unlikely to encode a functional protein; identified by fungal homology and RT-PCR 	IV	1283799	1284044	1
YOR007C	0.1228	0.00030681	0.00068051	26.3096	SGT2	Glutamine-rich cytoplasmic protein that serves as a scaffold for binding Get4/5p and other proteins required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; has similarity to human cochaperone SGT 	XV	338938	339978	-1
YNL014W	-0.1816	0.00030698	0.00068112	26.3022	HEF3	Translational elongation factor EF-3; paralog of YEF3 and member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells 	XIV	606319	609453	1
YDL017W	-0.1632	0.00030746	0.00068243	26.2688	CDC7	DDK (Dbf4-dependent kinase) catalytic subunit required for firing origins and replication fork progression in S phase through phosphorylation of Mcm2-7p complexes and Cdc45p; kinase activity correlates with cyclical DBF4 expression 	IV	424209	425732	1
YAL056W	-0.1626	0.00030746	0.00068267	26.2649	GPB2	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; homolog of Gpb1p 	I	39259	41901	1
YNL299W	0.2573	0.00030819	0.00068451	26.2321	TRF5	Non-canonical poly(A) polymerase, involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p 	XIV	66517	68445	1
YNL049C	0.1676	0.00030822	0.00068482	26.2266	SFB2	Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat, required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sec24p and Sfb3p 	XIV	535281	537911	-1
YJL186W	0.1596	0.00030974	0.00068844	26.1322	MNN5	Alpha-1,2-mannosyltransferase, responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment 	X	80155	81915	1
YPL069C	0.2323	0.00031026	0.00068983	26.0999	BTS1	Geranylgeranyl diphosphate synthase, increases the intracellular pool of geranylgeranyl diphosphate, suppressor of bet2 mutation that causes defective geranylgeranylation of small GTP-binding proteins that mediate vesicular traffic 	XVI	422885	423892	-1
YML077W	0.2041	0.00031084	0.00069137	26.0621	BET5	Component of the TRAPP (transport protein particle) complex, which plays an essential role in the vesicular transport from endoplasmic reticulum to Golgi 	XIII	111865	112344	1
YJL176C	-0.1518	0.00031122	0.00069245	26.0353	SWI3	Subunit of the SWI/SNF chromatin remodeling complex, which regulates transcription by remodeling chromosomes; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2 	X	92053	94530	-1
YDR524W-C	-0.1949	0.00031156	0.00069345	26.0143	YDR524W-C	Putative protein of unknown function; small ORF identified by SAGE; deletion strains are moderately sensitive to the radiomimetic drug bleomycin 	IV	1489403	1489492	1
YLR343W	0.2028	0.00031193	0.00069499	25.9643	GAS2	1,3-beta-glucanosyltransferase, involved with Gas4p in spore wall assembly; has similarity to Gas1p 	XII	816094	817761	1
YCR004C	-0.1817	0.00031193	0.00069499	25.9609	YCP4	Protein of unknown function, has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	III	119575	120318	-1
YDL004W	-0.1472	0.00031193	0.00069499	25.9607	ATP16	Delta subunit of the central stalk of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated 	IV	443029	443511	1
YGL173C	0.1279	0.00031445	0.00070085	25.8377	XRN1	Evolutionarily-conserved 5'-3' exonuclease component of cytoplasmic processing (P) bodies involved in mRNA decay; plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance 	VII	175527	180113	-1
YGL110C	-0.1507	0.00031448	0.00070116	25.8295	CUE3	Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination 	VII	301537	303411	-1
YER149C	0.2809	0.00031478	0.00070216	25.8178	PEA2	Coiled-coil polarisome protein required for polarized morphogenesis, cell fusion, and low affinity Ca2+ influx; forms polarisome complex with Bni1p, Bud6p, and Spa2p; localizes to sites of polarized growth 	V	466208	467470	-1
YGL205W	0.2638	0.00031478	0.00070231	25.8153	POX1	Fatty-acyl coenzyme A oxidase, involved in the fatty acid beta-oxidation pathway; localized to the peroxisomal matrix 	VII	108158	110404	1
YMR172W	-0.1526	0.00031484	0.0007027	25.8057	HOT1	Transcription factor required for the transient induction of glycerol biosynthetic genes GPD1 and GPP2 in response to high osmolarity; targets Hog1p to osmostress responsive promoters; has similarity to Msn1p and Gcr1p 	XIII	605981	608140	1
YGL003C	-0.1467	0.00031536	0.00070408	25.7758	CDH1	Cell-cycle regulated activator of the anaphase-promoting complex/cyclosome (APC/C), which directs ubiquitination of cyclins resulting in mitotic exit; targets the APC/C to specific substrates including Cdc20p, Ase1p, Cin8p and Fin1p 	VII	492474	494174	-1
YDR029W	0.3588	0.00031548	0.0007047	25.763	YDR029W	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data 	IV	501100	501414	1
YBR188C	-0.1735	0.00031548	0.00070485	25.757	NTC20	Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs 	II	603685	604107	-1
YIL022W	0.1452	0.00031562	0.00070539	25.7477	TIM44	Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); tethers the import motor and regulatory factors (PAM complex) to the translocation channel (Tim23p-Tim17p core complex) 	IX	311165	312460	1
YLR337C	0.1492	0.00031637	0.00070732	25.7078	VRP1	Proline-rich actin-associated protein involved in cytoskeletal organization and cytokinesis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP) 	XII	802653	805106	-1
YDL025C	0.173	0.00031746	0.00071002	25.6486	RTK1	Putative protein kinase, potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors, Cka2, Gus1 and Arc1 	IV	405344	407206	-1
YNL273W	-0.1619	0.00031762	0.00071086	25.6228	TOF1	Subunit of a replication-pausing checkpoint complex (Tof1p-Mrc1p-Csm3p) that acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage, facilitating gap repair of damaged DNA; interacts with the MCM helicase 	XIV	122883	126599	1
YNL162W-A	0.4721	0.00031762	0.00071086	25.6227	YNL162W-A	Putative protein of unknown function; identified by homology 	XIV	330329	330547	1
YLR342W	0.1101	0.00031786	0.00071163	25.6081	FKS1	Catalytic subunit of 1,3-beta-D-glucan synthase, functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling 	XII	809997	815627	1
YKL208W	-0.1559	0.00031836	0.0007131	25.5793	CBT1	Protein involved in 5' end processing of mitochondrial COB, 15S_rRNA, and RPM1 transcripts; may also have a role in 3' end processing of the COB pre-mRNA; displays genetic interaction with cell cycle-regulated kinase Dbf2p 	XI	47157	47972	1
YDR272W	-0.1435	0.00031836	0.00071325	25.5747	GLO2	Cytoplasmic glyoxalase II, catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate 	IV	1009010	1009834	1
YBR192W	0.1886	0.00031866	0.00071441	25.5525	RIM2	Mitochondrial pyrimidine nucleotide transporter; imports pyrimidine nucleoside triphosphates and exports pyrimidine nucleoside monophosphates; member of the mitochondrial carrier family 	II	607652	608785	1
YJR086W	-0.1497	0.00031866	0.00071441	25.5512	STE18	G protein gamma subunit, forms a dimer with Ste4p to activate the mating signaling pathway, forms a heterotrimer with Gpa1p and Ste4p to dampen signaling; C-terminus is palmitoylated and farnesylated, which are required for normal signaling 	X	586068	586400	1
YHR171W	-0.1449	0.00031909	0.00071572	25.5209	ATG7	Autophagy-related protein and dual specificity member of the E1 family of ubiquitin-activating enzymes; mediates the conjugation of Atg12p with Atg5p and Atg8p with phosphatidylethanolamine, required steps in autophagosome formation 	VIII	445713	447605	1
YGR274C	-0.1508	0.00031909	0.00071587	25.5118	TAF1	TFIID subunit (145 kDa), involved in RNA polymerase II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression 	VII	1039895	1043095	-1
YHR072W-A	0.1499	0.00031912	0.00071618	25.5027	NOP10	Constituent of small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs, which are required for pseudouridylation and processing of pre-18S rRNA 	VIII	241664	241840	1
YOL013W-B	-0.8576	0.00031932	0.00071687	25.4808	YOL013W-B	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the long terminal repeat (LTR) of a Ty1 element 	XV	300690	300980	1
YML068W	0.196	0.00031944	0.0007178	25.4582	ITT1	Protein that modulates the efficiency of translation termination, interacts with translation release factors eRF1 (Sup45p) and eRF3 (Sup35p) in vitro, contains a zinc finger domain characteristic of the TRIAD class of proteins 	XIII	137550	138944	1
