#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/deseq2.R /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default.db
# Output created at: 07:04:09
GeneID	log2foldchange	significance	WT	Snf2	GeneName	Description	Chromosome	Start	End	Strand
YJR039W	0.32	6.55e-21	499.6	623.32	YJR039W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	X	503936	507301	1
YJR040W	0.1	0.000461	697.97	748.36	GEF1	Voltage-gated chloride channel localized to the golgi, the endosomal system, and plasma membrane, and involved in cation homeostasis; highly homologous to vertebrate voltage-gated chloride channels 	X	507746	510085	1
YJR041C	-0.84	3.43e-25	403.81	225.21	URB2	Nucleolar protein required for normal metabolism of the rRNA primary transcript, proposed to be involved in ribosome biogenesis 	X	510239	513763	-1
YJR042W	-0.33	2.75e-32	863.86	687.02	NUP85	Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); required for assembly of the subcomplex and also for formation of the nucleocytoplasmic Gsp1p concentration gradient that plays a role in nuclear trafficking; the Nup84 subcomplex h /.../ole in transcription elongation 	X	514055	516289	1
YJR043C	0.24	1.13e-09	255.41	301.08	POL32	Third subunit of DNA polymerase delta, involved in chromosomal DNA replication; required for error-prone DNA synthesis in the presence of DNA damage and processivity; interacts with Hys2p, PCNA (Pol30p), and Pol1p 	X	516461	517513	-1
YJR044C	0.17	0.000109	660.48	740.88	VPS55	Late endosomal protein involved in late endosome to vacuole trafficking; functional homolog of human obesity receptor gene-related protein (OB-RGRP) 	X	518763	519185	-1
YJR045C	-0.64	3.4e-171	9818.33	6302.07	SSC1	Hsp70 family ATPase, constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease 	X	519638	521602	-1
YJR046W	-0.33	7.53e-16	604.49	481.84	TAH11	DNA replication licensing factor, required for pre-replication complex assembly 	X	522048	523862	1
YJR047C	-0.86	1.52e-33	976.85	535.05	ANB1	Translation elongation factor eIF-5A, previously thought to function in translation initiation; similar to and functionally redundant with Hyp2p; undergoes an essential hypusination modification; expressed under anaerobic conditions 	X	524908	525381	-1
YJR048W	-0.88	3.4e-81	215.02	116.29	CYC1	Cytochrome c, isoform 1; electron carrier of the mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration 	X	526335	526664	1
YJR049C	0.2	1.73e-12	1030.46	1181.99	UTR1	ATP-NADH kinase; phosphorylates both NAD and NADH; active as a hexamer; enhances the activity of ferric reductase (Fre1p) 	X	526884	528476	-1
YJR050W	0.31	2.57e-35	287.62	355.27	ISY1	Member of NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of spliceosome containing U2, U5, and U6 snRNAs, interacts with Prp16p to modulate splicing fidelity; isy1 syf2 cells have defective spindles 	X	528697	529404	1
YJR051W	0.3	1.46e-38	841.16	1034.87	OSM1	Fumarate reductase, catalyzes the reduction of fumarate to succinate, required for the reoxidation of intracellular NADH under anaerobic conditions; mutations cause osmotic sensitivity 	X	529861	531366	1
YJR052W	0.64	1.3e-203	394.32	615.11	RAD7	Protein that recognizes and binds damaged DNA in an ATP-dependent manner (with Rad16p) during nucleotide excision repair; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex 	X	532062	533759	1
YJR053W	-0.53	1.39e-17	60.87	42.03	BFA1	Component of the GTPase-activating Bfa1p-Bub2p complex involved in multiple cell cycle checkpoint pathways that control exit from mitosis 	X	534027	535751	1
YJR054W	0.5	2.07e-42	265.31	377.33	YJR054W	Vacuolar protein of unknown function; potential Cdc28p substrate 	X	536056	537549	1
YJR055W	-0.3	1.03e-05	61.48	49.88	HIT1	Protein of unknown function, required for growth at high temperature 	X	538772	539266	1
YJR056C	-0.03	0.605	220.95	217.1	YJR056C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus 	X	541792	542502	-1
YJR057W	0.22	1.74e-14	269.4	313.2	CDC8	Thymidylate and uridylate kinase, functions in de novo biosynthesis of pyrimidine deoxyribonucleotides; converts dTMP to dTDP and dUMP to dUTP; essential for mitotic and meiotic DNA replication; homologous to S. pombe Tmp1p 	X	544062	544712	1
YJR058C	0.42	3.47e-23	562.31	754.02	APS2	Small subunit of the clathrin-associated adaptor complex AP-2, which is involved in protein sorting at the plasma membrane; related to the sigma subunit of the mammalian plasma membrane clathrin-associated protein (AP-2) complex 	X	544732	545175	-1
YJR059W	-0.46	1.67e-54	2341.32	1695.43	PTK2	Putative serine/threonine protein kinase involved in regulation of ion transport across plasma membrane; enhances spermine uptake 	X	545787	548243	1
YJR060W	-0.19	2.2e-06	651.08	570.05	CBF1	Dual function helix-loop-helix protein; binds the motif CACRTG present at several sites including MET gene promoters and centromere DNA element I (CDEI); affects nucleosome positioning at this motif; associates with other transcription factors such  /.../4p and Isw1p to mediate transcriptional activation or repression; associates with kinetochore proteins and required for efficient chromosome segregation 	X	548759	549814	1
YJR061W	0.13	0.00187	255.85	280.95	YJR061W	Putative protein of unknown function; non-essential gene with similarity to Mnn4, a putative membrane protein involved in glycosylation; transcription repressed by Rm101p 	X	550511	553318	1
YJR062C	0.15	1.03e-06	490.5	544.79	NTA1	Amidase, removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation 	X	553476	554849	-1
YJR063W	-0.82	1.45e-26	466.38	263.26	RPA12	RNA polymerase I subunit A12.2; contains two zinc binding domains, and the N terminal domain is responsible for anchoring to the RNA pol I complex 	X	555195	555572	1
YJR064W	-0.38	3.47e-18	2808.21	2153.37	CCT5	Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo 	X	555914	557602	1
YJR065C	0.05	0.0996	2558.76	2639.95	ARP3	Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity 	X	557809	559158	-1
YJR066W	-0.17	1.84e-13	980.9	873.48	TOR1	PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that controls growth in response to nutrients by regulating translation, transcription, ribosome biogenesis, nutrient transport and autophagy; involved in meiosis 	X	559416	566828	1
YJR067C	0.03	0.498	154.13	157.08	YAE1	Protein of unknown function, essential for growth under standard (aerobic) conditions but not under anaerobic conditions 	X	567019	567444	-1
YJR068W	0.13	2.34e-15	781.2	857.36	RFC2	Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon 	X	567643	568704	1
YJR069C	-0.39	5.72e-22	703.45	537.13	HAM1	Conserved protein with deoxyribonucleoside triphosphate pyrophosphohydrolase activity, mediates exclusion of noncanonical purines from deoxyribonucleoside triphosphate pools; mutant is sensitive to the base analog 6-N-hydroxylaminopurine 	X	568806	569399	-1
YJR070C	-1.33	1.84e-114	2245.01	886.93	LIA1	Deoxyhypusine hydroxylase, a HEAT-repeat containing metalloenzyme that catalyzes hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning 	X	569621	570598	-1
YJR071W	-0.8	5.5e-13	19.86	11.32	YJR071W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	X	570405	570773	1
YJR072C	-0.19	6.74e-06	2002.93	1758.62	NPA3	Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kina /.../plex; human homolog XAB1 interacts with human RNA polymerase II 	X	570967	572124	-1
YJR073C	-0.38	7.07e-06	1806.24	1385.19	OPI3	Phospholipid methyltransferase (methylene-fatty-acyl-phospholipid synthase), catalyzes the last two steps in phosphatidylcholine biosynthesis 	X	572315	572935	-1
YJR074W	0.24	0.000152	537.96	634.42	MOG1	Conserved nuclear protein that interacts with GTP-Gsp1p, which is a Ran homolog of the Ras GTPase family, and stimulates nucleotide release, involved in nuclear protein import, nucleotide release is inhibited by Yrb1p 	X	573095	573751	1
YJR075W	-0.14	1.28e-10	1162.72	1056.25	HOC1	Alpha-1,6-mannosyltransferase involved in cell wall mannan biosynthesis; subunit of a Golgi-localized complex that also contains Anp1p, Mnn9p, Mnn11p, and Mnn10p; identified as a suppressor of a cell lysis sensitive pkc1-371 allele 	X	573981	575171	1
YJR076C	0.02	0.384	1410.59	1429.13	CDC11	Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds f /.../ruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells 	X	575354	576601	-1
YJR077C	0.33	1.38e-16	2337.16	2934.27	MIR1	Mitochondrial phosphate carrier, imports inorganic phosphate into mitochondria; functionally redundant with Pic2p but more abundant than Pic2p under normal conditions; phosphorylated 	X	577255	578190	-1
YJR078W	1.76	2.31e-165	50.03	169.42	BNA2	Putative tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase, required for de novo biosynthesis of NAD from tryptophan via kynurenine; interacts genetically with telomere capping gene CDC13; regulated by Hst1p and Aftp 	X	578860	580221	1
YJR079W	0.84	9.59e-10	8.12	14.75	YJR079W	Putative protein of unknown function; mutation results in impaired mitochondrial respiration 	X	580205	581239	1
YJR080C	0.14	0.000125	568.39	625.33	AIM24	Protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss 	X	580432	581616	-1
YJR082C	-0.14	0.000434	303.71	274.92	EAF6	Subunit of the NuA4 acetyltransferase complex that acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3 	X	581914	582255	-1
YJR083C	0.05	0.0741	312.17	324.26	ACF4	Protein of unknown function, computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate 	X	582608	583537	-1
YJR084W	0.02	0.351	493.48	501.35	YJR084W	Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome 	X	583733	585004	1
YJR085C	0.44	4.73e-10	1559.79	2112.57	YJR085C	Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	X	585120	585437	-1
YJR086W	0.27	1.79e-05	268.49	323.91	STE18	G protein gamma subunit, forms a dimer with Ste4p to activate the mating signaling pathway, forms a heterotrimer with Gpa1p and Ste4p to dampen signaling; C-terminus is palmitoylated and farnesylated, which are required for normal signaling 	X	586068	586400	1
YJR087W	0.19	0.202	12.35	14.15	YJR087W	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; partially overlaps the verified genes STE18 and ECM2 	X	586400	586750	1
YJR088C	-0.06	0.0888	380.03	365.28	EMC2	Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response 	X	586495	587373	-1
YJR089W	0.22	1.34e-05	416.12	485.6	BIR1	Subunit of chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), which regulates chromosome segregation; required for chromosome bi-orientation and for spindle assembly checkpoint activation upon reduced sister kinetochore tension 	X	587718	590582	1
YJR090C	-0.12	8.24e-08	824.32	761.25	GRR1	F-box protein component of the SCF ubiquitin-ligase complex; involved in carbon catabolite repression, glucose-dependent divalent cation transport, high-affinity glucose transport, morphogenesis, and sulfite detoxification 	X	590872	594327	-1
YJR091C	-0.24	1.86e-10	1828.45	1550.52	JSN1	Member of the Puf family of RNA-binding proteins, interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl 	X	595061	598336	-1
YJR092W	-0.05	0.332	663.83	640.89	BUD4	Involved in bud-site selection and required for the axial budding pattern; localizes with septins to bud neck in mitosis and may constitute an axial landmark for next round of budding; required for the formation of a double septin ring, and generall /.../the organization of septin structures; potential Cdc28p substrate 	X	598735	603078	1
YJR093C	0.2	6.19e-13	671.71	771.79	FIP1	Subunit of cleavage polyadenylation factor (CPF), interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p 	X	603220	604203	-1
YJR094C	0.61	6.34e-23	87.31	134.32	IME1	Master regulator of meiosis that is active only during meiotic events, activates transcription of early meiotic genes through interaction with Ume6p, degraded by the 26S proteasome following phosphorylation by Ime2p 	X	604569	605651	-1
YJR094W-A	-0.29	5.19e-11	6225.4	5098.94	RPL43B	Protein component of the large (60S) ribosomal subunit, identical to Rpl43Ap and has similarity to rat L37a ribosomal protein 	X	608305	608858	1
YJR095W	1.88	2.46e-124	12.66	46.92	SFC1	Mitochondrial succinate-fumarate transporter, transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization 	X	609773	610741	1
YJR096W	0.16	0.00165	725.2	811.93	YJR096W	Putative xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS 	X	611195	612043	1
YJR097W	-0.87	1e-14	38.91	21.29	JJJ3	Protein of unknown function, contains a J-domain, which is a region with homology to the E. coli DnaJ protein 	X	612413	612931	1
YJR098C	0	0.934	182.85	183.7	YJR098C	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	X	613186	615156	-1
YJR099W	0.19	7.35e-06	290.19	330.59	YUH1	Ubiquitin C-terminal hydrolase that cleaves ubiquitin-protein fusions to generate monomeric ubiquitin; hydrolyzes the peptide bond at the C-terminus of ubiquitin; also the major processing enzyme for the ubiquitin-like protein Rub1p 	X	615576	616286	1
YJR100C	0.07	0.0279	389.37	407.69	AIM25	Putative protein of unknown function; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to murine NOR1; null mutant is viable and displays elevated frequency of mitochondrial genome loss 	X	616351	617334	-1
YJR101W	-0.42	3.05e-70	610.07	456.79	RSM26	Mitochondrial ribosomal protein of the small subunit 	X	618234	619034	1
YJR102C	0	0.966	255.05	254.19	VPS25	Component of the ESCRT-II complex, which is involved in ubiquitin-dependent sorting of proteins into the endosome 	X	619157	619765	-1
YJR103W	0.08	0.175	1720.3	1821.06	URA8	Minor CTP synthase isozyme (see also URA7), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis 	X	620754	622490	1
YJR104C	-0.69	1.81e-25	20712.07	12802.03	SOD1	Cytosolic copper-zinc superoxide dismutase; some mutations are analogous to those that cause ALS (amyotrophic lateral sclerosis) in humans 	X	622550	623014	-1
YJR105W	0.08	0.136	4984.73	5257.16	ADO1	Adenosine kinase, required for the utilization of S-adenosylmethionine (AdoMet); may be involved in recycling adenosine produced through the methyl cycle 	X	623581	624603	1
YJR106W	-0.24	3.4e-08	310.33	263.31	ECM27	Putative protein of unknown function; may play a role in cell wall biosynthesis, mutants are hypersensitive to Papulacandin B; null mutants have increased plasmid loss; displays a two-hybrid interaction with Pdr5p 	X	624838	627015	1
YJR107W	0.26	3.21e-10	335.35	401.26	YJR107W	Putative protein of unknown function; has sequence or structural similarity to lipases 	X	627340	628326	1
YJR108W	-0.16	0.0912	44.6	39.73	ABM1	Protein of unknown function, required for normal microtubule organization 	X	628712	629083	1
YJR109C	0.1	0.299	1131.38	1210.59	CPA2	Large subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor 	X	629585	632941	-1
YJR110W	0.34	2.26e-23	444.43	564.41	YMR1	Phosphatidylinositol 3-phosphate (PI3P) phosphatase; involved in various protein sorting pathways, including CVT targeting and endosome to vacuole transport; has similarity to the conserved myotubularin dual specificity phosphatase family 	X	633615	635681	1
YJR111C	-0.03	0.511	343.9	337.02	YJR111C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondria 	X	635855	636706	-1
YJR112W	0.19	5.15e-05	210.84	240.7	NNF1	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation 	X	637030	637635	1
YJR112W-A	0.56	3.54e-11	477.86	706.76	YJR112W-A	Putative protein of unknown function; identified based on homology to <i>Ashbya gossypii</i> 	X	637790	638168	1
YJR113C	0.26	1.45e-06	642.83	768.22	RSM7	Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S7 ribosomal protein 	X	638232	638975	-1
YJR114W	-0.23	0.0114	19.33	16.1	YJR114W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RSM7/YJR113C 	X	638659	639051	1
YJR115W	-0.73	4.52e-18	1644.79	990.02	YJR115W	Putative protein of unknown function 	X	639942	640451	1
YJR116W	0.32	1.59e-07	732.82	915.58	TDA4	Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele 	X	640825	641664	1
YJR117W	0.18	2.4e-15	1471.81	1668.7	STE24	Highly conserved zinc metalloprotease that functions in two steps of a-factor maturation, C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; contains multiple transmembrane spans 	X	642007	643368	1
YJR118C	0.19	0.000393	451.44	516.85	ILM1	Protein of unknown function; may be involved in mitochondrial DNA maintenance; required for slowed DNA synthesis-induced filamentous growth 	X	643490	644101	-1
YJR119C	0.25	9.31e-10	131	156.26	JHD2	JmjC domain family histone demethylase specific for H3-K4 (histone H3 Lys4); removes methyl groups specifically added by Set1p methyltransferase; protein levels regulated by Not4p (E3 ubiquitin ligase) polyubiquitin-mediated degradation 	X	644304	646490	-1
YJR120W	-0.52	1.24e-08	64.04	44.62	YJR120W	Protein of unknown function; essential for growth under anaerobic conditions; mutation causes decreased expression of ATP2, impaired respiration, defective sterol uptake, and altered levels/localization of ABC transporters Aus1p and Pdr11p 	X	647126	647476	1
YJR121W	0.03	0.311	5421.39	5528.9	ATP2	Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated 	X	647607	649142	1
YJR122W	-0.11	0.00778	280.05	258.53	IBA57	Mitochondrial matrix protein involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system 	X	649776	651269	1
YJR123W	-0.42	1.85e-21	34922.13	26128.9	RPS5	Protein component of the small (40S) ribosomal subunit, the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; has similarity to E. coli S7 and rat S5 ribosomal proteins 	X	651901	652578	1
YJR124C	-0.36	7.05e-20	462.27	360.32	YJR124C	Putative protein of unknown function; expression induced under calcium shortage 	X	652892	654238	-1
YJR125C	0.01	0.858	1407.85	1415.13	ENT3	Protein containing an N-terminal epsin-like domain involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p 	X	654737	655963	-1
YJR126C	-0.05	0.0029	1707.31	1651.74	VPS70	Protein of unknown function involved in vacuolar protein sorting 	X	656254	658689	-1
YJR127C	0.07	0.0289	1775.7	1862.89	RSF2	Zinc-finger protein involved in transcriptional control of both nuclear and mitochondrial genes, many of which specify products required for glycerol-based growth, respiration, and other functions 	X	658917	663059	-1
YJR128W	-0.18	0.18	9.41	8.14	YJR128W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RSF2 	X	662921	663280	1
YJR129C	-0.78	8.31e-53	185.37	107.8	YJR129C	Putative protein of unknown function; predicted S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	X	664000	665019	-1
YJR130C	0.21	2.31e-05	606.51	702.23	STR2	Cystathionine gamma-synthase, converts cysteine into cystathionine 	X	665218	667137	-1
YJR131W	0.16	3.73e-08	389	434.7	MNS1	Alpha-1,2-mannosidase involved in ER quality control; catalyzes the removal of one mannose residue from Man9GlcNAc to produce a single isomer of Man8GlcNAc in N-linked oligosaccharide biosynthesis; integral to ER membrane 	X	667644	669293	1
YJR132W	-0.37	6.13e-17	612.47	473.28	NMD5	Karyopherin, a carrier protein involved in nuclear import of proteins; importin beta homolog 	X	669522	672668	1
YJR133W	-0.25	7.27e-10	448.72	377.79	XPT1	Xanthine-guanine phosphoribosyl transferase, required for xanthine utilization and for optimal utilization of guanine 	X	672991	673620	1
YJR134C	0.32	3.46e-21	1019.44	1272.15	SGM1	Protein of unknown function, required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus 	X	673729	675852	-1
YJR135C	0.02	0.636	87.79	89.31	MCM22	Protein involved in minichromosome maintenance; component of the kinetochore; binds to centromeric DNA in a Ctf19p-dependent manner 	X	676059	676778	-1
YJR135W-A	0	0.943	378.3	379.09	TIM8	Mitochondrial intermembrane space protein, forms a complex with Tim13p that delivers a subset of hydrophobic proteins to the TIM22 complex for inner membrane insertion; homolog of human TIMM8A, implicated in Mohr-Tranebjaerg syndrome 	X	676971	677234	1
YJR136C	-0.05	0.108	208.35	200.65	TTI2	Putative protein of unknown function; subunit of the ASTRA complex which is part of the chromatin remodeling machinery; similar to S. pombe Tti2p; may interact with Rsm23p; GFP-fusion protein localizes to the cytoplasm 	X	677441	678706	-1
YJR137C	0.64	1.47e-72	574.47	895.99	MET5	Sulfite reductase beta subunit, involved in amino acid biosynthesis, transcription repressed by methionine 	X	678957	683285	-1
YJR138W	0	0.934	406.35	405.97	IML1	Subunit of both the SEA (Seh1-associated) and Iml1p complexes; SEA complex is a coatomer-related complex that associates dynamically with the vacuole; Iml1p complex (Iml1p-Npr2p-Npr3p) is required for non-nitrogen-starvation (NNS)-induced autophagy; /.../ized to either pre-autophagosomal structures (PAS) or non-PAS structures during NNS-induced autophagy; has an N-terminal CDC48-like domain (RANS) required for NNS-induced autophagy and a C-terminal DEP domain 	X	684567	689321	1
YJR139C	0.2	3.32e-11	3879.78	4463.23	HOM6	Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase), dimeric enzyme that catalyzes the third step in the common pathway for methionine and threonine biosynthesis; enzyme has nucleotide-binding, dimerization and catalytic regions 	X	689445	690524	-1
YJR140C	-0.15	5.51e-05	413.5	373.69	HIR3	Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein 	X	690750	695696	-1
YJR141W	-0.33	4.82e-24	300.75	239.9	YJR141W	Essential protein of unknown function 	X	695906	696949	1
YJR142W	-0.02	0.648	576.22	568.05	YJR142W	Putative protein of unknown function; GST fusion protein is a Dbf2-Mob1 phosphoylation target in a proteome chip analysis; synthetic lethal with PH085 deletion; plays a role in restricting Ty1 transposition 	X	697141	698169	1
YJR143C	-0.23	1.28e-13	2485.97	2116.28	PMT4	Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals 	X	698326	700614	-1
YJR144W	0.34	9.36e-34	839.97	1062.58	MGM101	Protein with a role in mitochondrial DNA recombinational repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins, with limited overall similarity b /.../ring conserved functionally important residues; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage 	X	700882	701691	1
YJR145C	-0.47	1.13e-11	25217.16	18198.83	RPS4A	Protein component of the small (40S) ribosomal subunit; mutation affects 20S pre-rRNA processing; identical to Rps4Bp and has similarity to rat S4 ribosomal protein 	X	702027	703068	-1
YJR146W	0.17	0.00331	61.26	68.43	YJR146W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene HMS2 	X	703885	704238	1
YJR147W	-1.28	0	621.63	255.33	HMS2	Protein with similarity to heat shock transcription factors; overexpression suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant 	X	704196	705272	1
YJR148W	-1.47	7.56e-228	2659.88	958.4	BAT2	Cytosolic branched-chain amino acid (BCAA) aminotransferase, preferentially involved in BCAA catabolism; homolog of murine ECA39; highly expressed during stationary phase and repressed during logarithmic phase 	X	705744	706874	1
YJR149W	0.29	1.21e-10	125.11	153.29	YJR149W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	X	707160	708374	1
YJR150C	-3.06	0	114.56	13.44	DAN1	Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth 	X	708811	709707	-1
YJR151C	0.34	1.96e-12	292.88	369.85	DAN4	Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth 	X	712255	715740	-1
YJR151W-A	0.23	0.423	1.39	1.66	YJR151W-A	Putative protein of unknown function; identified by fungal homology and RT-PCR; predicted to have a role in transcription based on computational "guilt by association" analysis 	X	717580	717630	1
YJR152W	0.19	8.79e-08	201.67	228.46	DAL5	Allantoate permease; ureidosuccinate permease; also transports dipeptides, though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression 	X	719666	721297	1
YJR153W	-0.58	2.33e-33	107.24	71.99	PGU1	Endo-polygalacturonase, pectolytic enzyme that hydrolyzes the alpha-1,4-glycosidic bonds in the rhamnogalacturonan chains in pectins 	X	722815	723900	1
YJR154W	-0.02	0.763	87.8	86.4	YJR154W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	X	725784	726824	1
YJR155W	0.37	3.66e-07	242.09	312.43	AAD10	Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role 	X	727405	728271	1
YJR156C	1.33	4.22e-75	56.77	142.34	THI11	Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5, THI11, THI12, and THI13 	X	728574	729596	-1
YJR157W	0.37	0.133	1.92	2.52	YJR157W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	X	730515	730877	1
YJR158W	-0.08	0.241	62.54	59	HXT16	Protein of unknown function with similarity to hexose transporter family members, expression is repressed by high levels of glucose 	X	732440	734143	1
YJR159W	0.27	1.13e-05	122.53	146.99	SOR1	Sorbitol dehydrogenase; expression is induced in the presence of sorbitol or xylose 	X	736044	737117	1
YJR160C	0.01	0.76	145.76	146.97	MPH3	Alpha-glucoside permease, transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph2p; encoded in a subtelomeric position in a region likely to have undergone duplication 	X	738008	739816	-1
YJR161C	-0.02	0.763	380.23	375.71	COS5	Protein of unknown function, member the DUP380 subfamily of conserved, often subtelomerically-encoded proteins 	X	742848	743999	-1
YJR162C	0.37	0.344	0.5	0.68	YJR162C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	X	744911	745261	-1
